seed,model_kind,ic,static_ic,below_static,concat_ic,below_concat,pe_scale_mean
7,econ_time,0.06993720565149138,-0.011428571428571425,False,0.0713465743575086,True,0.004130627028644085
7,econ_time:pe_only,0.06116954474097332,-0.011428571428571425,False,0.0713465743575086,True,0.004252009093761444
7,econ_time:qk_only,0.044945054945054935,-0.011428571428571425,False,0.0713465743575086,True,
17,econ_time,0.01540816326530612,-0.03613392773153558,False,0.03069858712715855,True,0.007051424123346806
17,econ_time:pe_only,0.011514913657770798,-0.03613392773153558,False,0.03069858712715855,True,0.006973417475819588
17,econ_time:qk_only,0.024414589690384503,-0.03613392773153558,False,0.03069858712715855,True,
27,econ_time,0.04616169544740974,0.0785713983731266,True,0.06939627026816254,True,-0.0002848078729584813
27,econ_time:pe_only,0.05589481946624803,0.0785713983731266,True,0.06939627026816254,True,-0.0001560870441608131
27,econ_time:qk_only,0.05956043956043956,0.0785713983731266,True,0.06939627026816254,True,
